"","ID","TYPE","LENGTH","DIAMETER","INVERT_Z1","INVERT_Z2","MATERIAL","MUNIC_NAME","BASIN","Shape__Length","SOURCEDATE","Year","Month"
"167","7802D010P001","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",9.058591295,"Jan-12","12","Jan"
"168","7802D010P002","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",9.505623864,"Jan-12","12","Jan"
"169","7802D010P003","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",11.3766079,"Jan-12","12","Jan"
"170","7802D010P004","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",11.82534631,"Jan-12","12","Jan"
"171","7802D010P005","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",11.49788924,"Jan-12","12","Jan"
"172","7802D010P006","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",10.95470533,"Jan-12","12","Jan"
"173","7802A187P002","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",13.59490185,"Jan-12","12","Jan"
"174","7802A187P001","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",8.752867236,"Jan-12","12","Jan"
"175","4902A127P022","PIPE",15,NA,NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",6.834598572,"Sep-14","14","Sep"
"176","4902A127P021","PIPE",120,NA,NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",43.01039514,"Sep-14","14","Sep"
"177","4902A127P020","PIPE",85,NA,NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",29.42726556,"Sep-14","14","Sep"
"178","4902A127P018","PIPE",65,NA,NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",18.80199057,"Sep-14","14","Sep"
"179","4902A127P017","PIPE",25,NA,NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",8.912807241,"Sep-14","14","Sep"
"180","4902A127P016","PIPE",160,NA,NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",54.58096248,"Sep-14","14","Sep"
"181","4902A127P015","PIPE",120,NA,NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",41.11679033,"Sep-14","14","Sep"
"182","4902S007P019","PIPE",19,"18",2.5,2.4,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",6.236162859,"Feb-11","11","Feb"
"183","4902S007P021","PIPE",26,"18",1.85,1.75,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",8.59140662,"Feb-11","11","Feb"
"184","4901S007P022","PIPE",29,"18",1.15,1.05,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",7.915002037,"Feb-11","11","Feb"
"185","4901S007P023","PIPE",28,"18",1.15,1.05,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",9.685146795,"Feb-11","11","Feb"
"186","4901S007P025","PIPE",26,"18",1.95,1.85,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",6.9979417,"Feb-11","11","Feb"
"187","4902S007P017","PIPE",20,"18",2.35,2.25,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",6.075153225,"Feb-11","11","Feb"
"188","4902S007P018","PIPE",30,"18",1.15,1.05,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",8.24820097,"Feb-11","11","Feb"
"189","4902S007P020","PIPE",19,"18",2.45,2.35,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",6.612792231,"Feb-11","11","Feb"
"190","4901S007P024","PIPE",25,"18",1.75,1.65,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",3.867718379,"Feb-11","11","Feb"
"191","4902A127P026","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",6.508491272,"Sep-14","14","Sep"
"192","4902A127P028","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",7.087209098,"Sep-14","14","Sep"
"193","4902A127P029","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",17.37400422,"Sep-14","14","Sep"
"194","4902A127P033","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",5.950495538,"Sep-14","14","Sep"
"195","4902A127P034","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",16.44261692,"Sep-14","14","Sep"
"196","4902A127P035","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",6.058135365,"Sep-14","14","Sep"
"197","4902A127P036","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",17.84281605,"Sep-14","14","Sep"
"198","4902A127P030","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",3.555603377,"Sep-14","14","Sep"
"199","4902A127P031","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",16.2928154,"Sep-14","14","Sep"
"200","4902A127P038","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",19.14924773,"Sep-14","14","Sep"
"201","7927A137P001","PIPE",919.07,"24",-1.85,NA,"CORRUGATED METAL PIPE","HOMESTEAD","MODEL LAND",311.7416227,"Mar-10","10","Mar"
"202","6801D000O001","PIPE",63,"15",NA,0.6,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C102",22.8018677,"Oct-12","12","Oct"
"203","6801D001O001","PIPE",90,"15",2.4,0.35,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C102",40.65306463,"Oct-12","12","Oct"
"204","6834A197P001","PIPE",68,"144",-4.3,-4.4,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C103",22.32970497,"Oct-12","12","Oct"
"205","6834A197P002","PIPE",32,"15",4.4,4.3,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C103",11.42668173,"Oct-12","12","Oct"
"206","6835A197P001","PIPE",65,"15",4.15,3.7,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C103",23.57869534,"Oct-12","12","Oct"
"207","6835A197P002","PIPE",42,"15",4.1,3.1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C103",16.05071079,"Oct-12","12","Oct"
"208","7802D004P001","PIPE",25,"15",2.4,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",6.703097619,"Oct-12","12","Oct"
"209","7802D004P002","PIPE",25,"15",2.2,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",10.05907731,"Oct-12","12","Oct"
"210","7802D004P003","PIPE",25,"15",2.4,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",8.921279765,"Oct-12","12","Oct"
"211","7802D000P001","PIPE",30,"12",4.4,3.7,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",10.35749339,"Oct-12","12","Oct"
"212","7802D000P002","PIPE",25,"15",4,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",10.10427335,"Oct-12","12","Oct"
"213","7802D000P003","PIPE",28,"12",3.9,3.5,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",10.14587192,"Oct-12","12","Oct"
"214","7802D000P004","PIPE",35,"15",3.3,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",11.02947959,"Oct-12","12","Oct"
"215","7802D000P005","PIPE",25,"15",NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",8.870830709,"Oct-12","12","Oct"
"216","7802D000P006","PIPE",25,"15",NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",9.268021317,"Oct-12","12","Oct"
"217","7802D000P007","PIPE",25,"15",NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",11.67081962,"Oct-12","12","Oct"
"218","7802D000P008","PIPE",25,"15",NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",11.48051745,"Oct-12","12","Oct"
"219","7802D005T001","SLAB COVERED TRENCH",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",12.42317706,"Oct-12","12","Oct"
"220","7802D005T002","SLAB COVERED TRENCH",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",12.42776804,"Oct-12","12","Oct"
"221","7802D005T003","SLAB COVERED TRENCH",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",12.90286807,"Oct-12","12","Oct"
"222","7802D005T004","SLAB COVERED TRENCH",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",12.82160219,"Oct-12","12","Oct"
"223","7802D005T005","SLAB COVERED TRENCH",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",12.61793067,"Oct-12","12","Oct"
"224","7802D005T006","SLAB COVERED TRENCH",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C111",12.76881092,"Oct-12","12","Oct"
"225","7803D000T001","SLAB COVERED TRENCH",43,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",14.57247299,"Oct-12","12","Oct"
"226","7803D000T002","SLAB COVERED TRENCH",83,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",28.30729287,"Oct-12","12","Oct"
"227","7803D000T004","SLAB COVERED TRENCH",126,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",42.71284906,"Oct-12","12","Oct"
"228","7803D000T003","SLAB COVERED TRENCH",102,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",34.41194699,"Oct-12","12","Oct"
"229","7803D000P001","PIPE",50,"15",3.2,2.9,"CONCRETE PIPE","UNINCORPORATED MIAMI-DADE","C103",17.44505218,"Oct-12","12","Oct"
"230","7811D018P001","PIPE",25,"15",2.4,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",7.013929377,"Oct-12","12","Oct"
"231","7811D018P002","PIPE",25,"15",2.85,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",7.102340834,"Oct-12","12","Oct"
"232","7811D018P004","PIPE",25,"15",4.4,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",8.026932114,"Oct-12","12","Oct"
"233","7811D018P006","PIPE",15,"15",2.7,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",8.352888288,"Oct-12","12","Oct"
"234","7811D018P007","PIPE",15,"15",2,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",8.307184905,"Oct-12","12","Oct"
"235","7811D018P003","PIPE",25,"15",2.1,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C111",10.2674108,"Oct-12","12","Oct"
"236","7811S312P003","PIPE",25,"18",2.1,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",7.14642568,"Oct-12","12","Oct"
"237","7811S312P002","PIPE",25,"18",2.3,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",7.051741868,"Oct-12","12","Oct"
"238","7811S312P006","PIPE",25,"18",2.4,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",7.103785956,"Oct-12","12","Oct"
"239","7811S312P005","PIPE",25,"18",2.4,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",7.048408121,"Oct-12","12","Oct"
"240","7811S312P008","PIPE",25,"18",2.9,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",7.606852485,"Oct-12","12","Oct"
"241","7811S312P001","PIPE",25,"18",2.73,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",9.850666948,"Oct-12","12","Oct"
"242","7814S312P004","PIPE",25,"18",1.8,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",9.402699734,"Oct-12","12","Oct"
"243","7814S312P007","PIPE",25,"18",1.8,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",7.26657051,"Oct-12","12","Oct"
"244","7814S312P009","PIPE",25,"18",2,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",7.379388355,"Oct-12","12","Oct"
"245","7811S312P010","PIPE",25,"15",2.2,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",4.664576063,"Oct-12","12","Oct"
"246","7811S312P011","PIPE",25,"15",2.2,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",4.457022169,"Oct-12","12","Oct"
"247","7815D006P001","PIPE",172.47,"24",0.88,1.46,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",58.51225866,"Jan-13","13","Jan"
"248","7815D006P002","PIPE",323.85,"24",1.28,0.74,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",109.8673232,"Jan-13","13","Jan"
"249","7815D006P004","PIPE",24.54,"18",1.32,0.94,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.280838017,"Jan-13","13","Jan"
"250","7815D006P003","PIPE",51.23,"18",0.53,1.39,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",17.38271766,"Jan-13","13","Jan"
"251","7815D006P005","PIPE",210.42,"18",0.82,1.3,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",70.99725771,"Jan-13","13","Jan"
"252","7815D006P006","PIPE",341.37,"18",1.57,0.7,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",115.1803053,"Jan-13","13","Jan"
"253","7815D006P007","PIPE",102.24,"18",1.13,0.56,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",34.4978082,"Jan-13","13","Jan"
"254","7815D006P008","PIPE",218.76,"24",0.38,1.69,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",73.81046077,"Jan-13","13","Jan"
"255","7815D006P009","PIPE",244.37,"24",1.41,1.01,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",82.45253659,"Jan-13","13","Jan"
"256","7815D006P012","PIPE",25,"15",2.35,2.35,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.48170708,"Jan-13","13","Jan"
"257","7815D006P013","PIPE",25,"15",2.14,2.14,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481607091,"Jan-13","13","Jan"
"258","7815D006P010","PIPE",25,"15",2.27,2.27,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481708621,"Jan-13","13","Jan"
"259","7815D006P011","PIPE",25,"15",2.2,2.2,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481608633,"Jan-13","13","Jan"
"260","7815D006P014","PIPE",25,"15",1.98,1.98,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",12.29427748,"Jan-13","13","Jan"
"261","7815D006P015","PIPE",25,"15",1.55,1.55,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",11.37755543,"Jan-13","13","Jan"
"262","7815D006P016","PIPE",25,"15",1.82,1.82,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",11.99430074,"Jan-13","13","Jan"
"263","7815D006P024","PIPE",25,"15",2.06,2.06,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",9.684274719,"Jan-13","13","Jan"
"264","7815D006P017","PIPE",25,"15",2.13,2.13,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481543282,"Jan-13","13","Jan"
"265","7815D006P018","PIPE",25,"15",2.42,2.42,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",7.825001084,"Jan-13","13","Jan"
"266","7815D006P019","PIPE",25,"15",2.1,2.1,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.480894883,"Jan-13","13","Jan"
"267","7815D006P020","PIPE",25,"15",1.92,1.92,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.479479787,"Jan-13","13","Jan"
"268","7815D006P021","PIPE",25,"15",1.8,1.8,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",9.135402172,"Jan-13","13","Jan"
"269","7815D006P022","PIPE",25,"15",1.9,1.9,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481608633,"Jan-13","13","Jan"
"270","7815D006P023","PIPE",25,"15",1.53,1.53,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.480493399,"Jan-13","13","Jan"
"271","7815D006P025","PIPE",25,"15",1.99,1.99,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481607091,"Jan-13","13","Jan"
"272","7815D006P026","PIPE",25,"15",1.94,1.94,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.472850114,"Jan-13","13","Jan"
"273","7815D006P027","PIPE",25,"15",2.04,2.04,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.454276542,"Jan-13","13","Jan"
"274","7815D006P028","PIPE",25,"15",1.74,1.74,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",11.18127299,"Jan-13","13","Jan"
"275","7815D006P029","PIPE",25,"15",1.69,1.69,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",10.2585573,"Jan-13","13","Jan"
"276","7815D006P030","PIPE",25,"15",1.86,1.86,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.487814605,"Jan-13","13","Jan"
"277","7815D006P045","PIPE",25,"15",1.41,1.41,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",9.758989196,"Jan-13","13","Jan"
"278","7815D006P046","PIPE",25,"15",2.35,2.35,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",11.73715539,"Jan-13","13","Jan"
"279","7815D006P047","PIPE",25,"15",1.83,1.83,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",9.009288974,"Jan-13","13","Jan"
"280","7815D006P048","PIPE",25,"15",2.29,2.29,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",9.808413936,"Jan-13","13","Jan"
"281","7815D006P049","PIPE",25,"15",2.22,2.22,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.434960098,"Jan-13","13","Jan"
"282","7815D006P050","PIPE",25,"15",2.31,2.31,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.435061137,"Jan-13","13","Jan"
"283","7815D006P051","PIPE",25,"15",1.74,1.74,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",11.09272109,"Jan-13","13","Jan"
"284","7815D006P052","PIPE",25,"15",1.97,1.97,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",10.19120474,"Jan-13","13","Jan"
"285","7815D006P053","PIPE",25,"15",2.18,2.18,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481346821,"Jan-13","13","Jan"
"286","7815D006P054","PIPE",25,"15",2.01,2.01,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",12.32095499,"Jan-13","13","Jan"
"287","7815D006P055","PIPE",25,"15",2.3,2.3,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",17.24501069,"Jan-13","13","Jan"
"288","7815D006P056","PIPE",25,"15",2.13,2.13,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",12.22063465,"Jan-13","13","Jan"
"289","7815D006P057","PIPE",25,"15",1.63,1.63,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",16.55141838,"Jan-13","13","Jan"
"290","7815D006P058","PIPE",25,"15",1.93,1.93,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",16.92737741,"Jan-13","13","Jan"
"291","7815D006P059","PIPE",25,"15",2,2,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",14.54844227,"Jan-13","13","Jan"
"292","7815D006P060","PIPE",25,"15",2.06,2.06,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",16.41407468,"Jan-13","13","Jan"
"293","7815D006P061","PIPE",25,"15",1.85,1.85,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",15.76977283,"Jan-13","13","Jan"
"294","7815D006P062","PIPE",25,"15",2.1,2.1,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",14.43930245,"Jan-13","13","Jan"
"295","7815D006P064","PIPE",25,"15",1.74,1.74,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",18.74309476,"Jan-13","13","Jan"
"296","7815D006P063","PIPE",25,"15",2.21,2.21,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",13.63759685,"Jan-13","13","Jan"
"297","7815D006P065","PIPE",25,"15",1.97,1.97,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",17.6023325,"Jan-13","13","Jan"
"298","7815D006P066","PIPE",25,"15",1.45,1.45,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",19.38591939,"Jan-13","13","Jan"
"299","7815D006P067","PIPE",25,"15",2.23,2.23,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",17.83849507,"Jan-13","13","Jan"
"300","7815D006P068","PIPE",25,"15",2.06,2.06,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",15.6834473,"Jan-13","13","Jan"
"301","7815D006P069","PIPE",25,"15",1.5,1.5,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",17.12303857,"Jan-13","13","Jan"
"302","7815D006P070","PIPE",348.25,"24",0.89,1.21,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",97.21565256,"Jan-13","13","Jan"
"303","7815D006P071","PIPE",315.06,"24",1.09,1.25,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",106.2958717,"Jan-13","13","Jan"
"304","7815D006P031","PIPE",25,"15",1.92,1.92,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",15.77955371,"Jan-13","13","Jan"
"305","7815D006P032","PIPE",25,"15",1.97,1.97,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.483379337,"Jan-13","13","Jan"
"306","7815D006P033","PIPE",25,"15",2.17,2.17,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.512328103,"Jan-13","13","Jan"
"307","7815D006P035","PIPE",25,"15",2.08,2.08,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481508645,"Jan-13","13","Jan"
"308","7815D006P034","PIPE",25,"15",2.5,2.5,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481308668,"Jan-13","13","Jan"
"309","7815D006P036","PIPE",25,"15",2.19,2.19,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.481408657,"Jan-13","13","Jan"
"310","7815D006P037","PIPE",25,"15",1.44,1.44,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.434962189,"Jan-13","13","Jan"
"311","7815D006P038","PIPE",25,"15",1.79,1.79,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.391271747,"Jan-13","13","Jan"
"312","7815D006P039","PIPE",25,"15",1.47,1.47,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.145364712,"Jan-13","13","Jan"
"313","7815D006P040","PIPE",25,"15",1.87,1.87,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.288520639,"Jan-13","13","Jan"
"314","7815D006P041","PIPE",25,"15",1.77,1.77,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.31702059,"Jan-13","13","Jan"
"315","7815D006P042","PIPE",25,"15",1.91,1.91,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.215647374,"Jan-13","13","Jan"
"316","7815D006P043","PIPE",25,"15",1.81,1.81,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",15.12435333,"Jan-13","13","Jan"
"317","7815D006P044","PIPE",25,"15",2.2,2.2,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",12.51266164,"Jan-13","13","Jan"
"318","7826D007P001","PIPE",25,"24",1.32,1.32,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.479160007,"Jan-13","13","Jan"
"319","7826D007P002","PIPE",25,"24",1.55,1.55,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.432861094,"Jan-13","13","Jan"
"320","7826D007P003","PIPE",300.65,"24",1.7,0.73,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",101.4111351,"Jan-13","13","Jan"
"321","7826D007P004","PIPE",25,"24",0.69,0.69,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C111",8.432861475,"Jan-13","13","Jan"
